Radius,Location,Fjord_acr,Station,Samp label,Distance,St_name
"750",Odelfjord,OL,B,FISHDIV_OL_B,"5588",OL_B
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2038",BA_G
"750",Odelfjord,OL,B,FISHDIV_OL_B,"5451",OL_B
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"4952",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1995",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2086",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"5769",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2191",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1568",FR_D
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"2147",FR_D
"750",Odelfjord,OL,B,FISHDIV_OL_B,"18360",OL_B
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2623",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1618",FR_D
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"11752",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2197",BE_F
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2446",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2232",BA_G
"1000",Frakkfjord,FR,D,FISHDIV_FR_D,"1430",FR_D
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2506",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2280",BA_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5050",BE_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2205",BA_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5041",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1986",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"3995",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"4003",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"10516",BA_H
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5046",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1716",BE_F
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1831",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2191",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"4212",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"4921",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1593",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"4774",BA_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"3435",BE_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"5725",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1557",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"5312",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"7689",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1565",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"6464",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"2676",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1237",BE_F
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1454",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"3384",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1857",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"3548",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2301",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"3821",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2077",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2389",BE_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1099",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1472",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2255",BE_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1886",BA_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"6822",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"4969",BE_F
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"3318",BA_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"3271",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5103",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2979",BE_G
"3000",Balsfjord,BA,G,FISHDIV_BA_G,"1142",BA_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"6689",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2765",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"8659",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"3830",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5050",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"4238",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"3250",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"4088",BA_H
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5313",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"5945",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"5007",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"2732",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"5253",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"2964",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"16834",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"6176",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"16833",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"16833",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"3230",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"2162",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"2537",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"2230",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"2788",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"3626",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"2548",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1644",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"4432",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"3108",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1993",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"2180",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"2340",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"8464",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"7073",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"9090",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"9344",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1727",BE_F
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"4066",BA_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"6216",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1467",BE_F
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"8329",BA_H
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2829",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"7997",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"2218",BE_F
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1242",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"1909",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"3115",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1799",BA_H
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2492",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"15754",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"20962",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2370",BE_G
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"3252",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"5106",BE_F
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1120",BA_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"3715",BE_F
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1329",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"16835",BE_H
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17199",BE_G
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"16832",BE_H
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"21075",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"2979",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"21014",BE_F
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"21132",BE_F
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"10244",BE_G
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"21118",BE_F
"2000",Bergsfjord,BE,F,FISHDIV_BE_F,"6899",BE_F
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"4957",BA_J
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"3574",BE_H
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"3361",BA_J
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"3342",BA_J
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17206",BE_G
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17204",BE_G
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"4465",BA_J
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17203",BE_G
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"3827",BE_H
"2000",Bergsfjord,BE,G,FISHDIV_BE_G,"17205",BE_G
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"2681",BA_J
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"2692",BA_J
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"2561",BA_J
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"2699",BA_J
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"3121",BE_H
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"2901",BA_J
"3000",Balsfjord,BA,J,FISHDIV_BA_J,"2600",BA_J
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"2755",BE_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"2446",BE_H
"3000",Balsfjord,BA,H,FISHDIV_BA_H,"1651",BA_H
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,"2332",BE_H
